Id,Title,Labels,Iteration,Iteration Start,Iteration End,Type,Estimate,Priority,Current State,Created at,Accepted at,Deadline,Requested By,Description,URL,Owned By,Owned By,Owned By,Comment,Task,Task Status,Task,Task Status,Task,Task Status,Task,Task Status,Task,Task Status,Task,Task Status,Pull Request,Git Branch,Git Branch
169662110,2.0: Recap of Meeting w/ Srujay,iter2,54,"Nov 4, 2019","Nov 17, 2019",chore,,p3 - Low,accepted,"Nov 9, 2019","Nov 16, 2019",,pgenerao,Give the client a brief recap via email of the Iteration 2 customer meeting.,https://www.pivotaltracker.com/story/show/169662110,pgenerao,,,,,,,,,,,,,,,,,,
169662063,2.6: Add new route (for coaches) for viewing Change Requests,iter2,54,"Nov 4, 2019","Nov 17, 2019",chore,,p3 - Low,accepted,"Nov 9, 2019","Nov 18, 2019",,pgenerao,"""As a coach on ESaaS Engagements
I would like to have a new resource entry in routes.rb for MyRequests controller
So that I can Index, View and Edit EditRequests from clients
""",https://www.pivotaltracker.com/story/show/169662063,mutex,,,,,,,,,,,,,,,,,,
169662039,"2.5: Handle edit request action -- i.e. ""POST MyProjects/<index>/edit""",iter2,55,"Nov 18, 2019","Dec 1, 2019",chore,,p3 - Low,accepted,"Nov 9, 2019","Nov 18, 2019",,pgenerao,"""As a developer of ESaaS Engagements
I would like to Add new action MyProjects/:id/edit to handle edit requests
So that I can serve requests by project client's to request edits on their projects
""",https://www.pivotaltracker.com/story/show/169662039,Xiang Shao,King Arthur Alagao,,,,,,,,,,,,,,,,,
169795466,2.26: Customer Calendar for Srujay [Create by Sunday],iter2,55,"Nov 18, 2019","Dec 1, 2019",chore,,p3 - Low,accepted,"Nov 16, 2019","Nov 18, 2019",,pgenerao,Create and send a Customer Calendar by Sunday,https://www.pivotaltracker.com/story/show/169795466,pgenerao,,,,,,,,,,,,,,,,,,
169860631,2.28: Submitting New Feature Request for Dead Apps changes status to Vetting-Pending,iter2,55,"Nov 18, 2019","Dec 1, 2019",feature,2,p3 - Low,accepted,"Nov 20, 2019","Nov 23, 2019",,pgenerao,"### Why

** As a Client **
** When I am on the ""project listing page”**
** And If the status of an app is ""Dead""**
** Then I should see ""Request New Feature"" button
** Given I have submitted a request for this app
** Then I should see the status of the app to be ""Vetting Pending""**

### Acceptance Criteria
```gherkin
   Scenario: A client submits a Change Request form for a currently dead app
   Given I am logged in
   When I follow ""My Projects""
   And I press ""Request New Feature"" for ""app3""
   And I fill in ""description"" with ""new test description""
   And I fill in ""features"" with ""123abc""
   And I press ""Send Request""
   Then I should see ""Status: vetting pending""
```
**Notes**
Link for the Edit Customer Feedback form here: 
http://localhost:3000/my_projects
Steps to find the form:
1. Navigate to this page by clicking on My Projects tab
2. Scroll down to the apps table, and find an app with status ""Dead""
3. Then click on the ""Request New Feature"" button, and you will be redirected to Change Request form.
4. Fill in the text box for both Description and App Initial Features
5. Click ""Send Request"" button
6. Now the Status will be changed to ""Vetting Pending""

Description and App Initial Features text area should be pre-filled with existing/previous descriptions.

Only the customer and coaches should be able to request new feature for dead apps.  Not students.",https://www.pivotaltracker.com/story/show/169860631,pgenerao,Xiang Shao,Sabrina Suhair,,,,,,,,,,,,,,,,
169671773,"2.24: ""My Projects"" Index -- Ordering of  Projects Listing",iter2,55,"Nov 18, 2019","Dec 1, 2019",feature,2,p3 - Low,accepted,"Nov 11, 2019","Nov 23, 2019",,pgenerao,"	### Why

** As a Client **
** When I am on ""Project Listing"" Page**
** And I want to see my projects are ordered by status**
** Here are the orders **
**[Development, Vetting pending, On hold, Staff approved, Customer informed, Customer confirmation received, Declined by staff, Declined by customer, Declined by customer available next sem, Back up, In use, In use and wants improvement, Inactive but wants improvement, Dead]**


### Acceptance Criteria
```gherkin
Background: logged in, apps exist

|   app  |        status         |
|  app1  |    development        |
|  app2  |    vetting pending |
|  app3  |         on hold         |
|  app4  |          in use    |
|  app5  |          dead           |

Scenario: As a logged in Client 
Given I am on the ""Project Listing"" Page
And I should see ""app1"" before ""app2""
And I should see ""app2"" before ""app3""
And I should see ""app3"" before ""app4""
And I should see ""app4"" before ""app5""

```
**Notes**
Link for the Edit Customer Feedback form here: 
http://localhost:3000/my_projects
w",https://www.pivotaltracker.com/story/show/169671773,Xiang Shao,jwp,,,,,,,,,,,,,,,,,
169662032,2.4:  Coaches should be treated as Clients,iter2,55,"Nov 18, 2019","Dec 1, 2019",feature,4,p3 - Low,accepted,"Nov 9, 2019","Nov 23, 2019",,pgenerao,"### Why

**""As a coach on ESaaS Engagements
I would like to have a MyProjects/index action that to allow me as a coach to Request Change on MyProjects just like a client can
Currently MyProjects/index shows list of projects for coach with Edit buttons instead of Request Change like for the client
""**

### Acceptance Criteria
```gherkin
Scenario: A coach that is not logged in cannot see 'My Projects' tab
Given I am not logged in
Then I should not see ""My Projects""

Scenario: A coach that is logged in can see 'My Projects' tab and have access to the same functionality as a client
  Given I am logged in
  Then I should see ""My Projects""
  When I follow ""My Projects""
  Then I should be on the my projects page
  And I should see ""app-1""
  And I should see ""app-description-1""
  And I should see ""Request Change""
  When I follow ""Request Change""
  Then I should be on the new edit request page for app-1

```",https://www.pivotaltracker.com/story/show/169662032,Xiang Shao,jwp,,,,,,,,,,,,,,,,,
169744358,Bug Fix: show only the projects of current logged in user under MyProjects,iter2,55,"Nov 18, 2019","Dec 1, 2019",bug,,p3 - Low,accepted,"Nov 13, 2019","Nov 23, 2019",,Sabrina Suhair,"### Steps to reproduce
1. Log in
2. Click on My Projects Tab
3. Scroll through projects listing

### Expected 
User should see all their projects

### Actual
User sees all projects/apps on Esaas Engagements (not only their own)",https://www.pivotaltracker.com/story/show/169744358,pgenerao,Sabrina Suhair,,,,,,,,,,,,,,,,,
169662064,2.7: Submitting a project update request using the Change-Request form,iter2,55,"Nov 18, 2019","Dec 1, 2019",feature,4,p3 - Low,accepted,"Nov 9, 2019","Nov 23, 2019",,pgenerao,"### Why

**As a** client 
**I want** to be able to submit a Change-Request Form with specified edits to the project description and features
**So that**  I can request new features and/or updates to be made to my projects


### Acceptance Criteria
```gherkin
 Scenario: A logged in user will see the ""Request Change"" button change to ""Update Request"" when a Change Request is submitted
   Given I am logged in
   When I follow ""My Projects""
   Then I should not see ""Update Request""
   And I follow ""app1""
   And I follow ""Request Change""
   And I fill in ""description"" with ""123abc""
   And I fill in ""features"" with ""123abc""
   And I press ""Send Request""
   Then I should see ""Update Request""
   When I follow ""My Projects""
   Then I should see ""Update Request""
```",https://www.pivotaltracker.com/story/show/169662064,pgenerao,Sabrina Suhair,,,,,,,,,,,,,,,,,
169662088,2.9: Change-Request form fields pre-filled w/ relevant information (initial request),iter2,55,"Nov 18, 2019","Dec 1, 2019",feature,2,p3 - Low,accepted,"Nov 9, 2019","Nov 23, 2019",,pgenerao,"### Why
** As a Client of Esaas Engagements **
** I want to be able to create an edit request for a project via the Change Request form and I should see an editable box with the current descriptions and features pre-filled **
** So that I can easily edit and/or append any new additions to the existing descriptions and features.**

### Acceptance Criteria
```gherkin
 Scenario: A logged in user can view the Projects Information Page through the 'My Projects' index
   Given I am logged in
   When I follow ""My Projects""
   When I follow ""app1""
   Then I should see ""app1""
   Then I should see ""Status: pending""
   Then I should see ""test1""
   Then I should see ""f1""
   Then I should see ""p1.com""
   Then I should see ""repo-url1.com""
   Then I should see ""deploy-url1.com""
   When I follow ""Request Change""
   Then I should see ""app1""
   Then I should see ""test1""
   Then I should see ""f1""
   Then I should see ""p1.com""
   Then I should see ""repo-url1.com""
   Then I should see ""deploy-url1.com""
   And I fill in ""description"" with ""123abc""
   And I fill in ""features"" with ""123abcd""
   And I press ""Send Request""
   When I follow ""Update Request""
   Then I should see ""app1""
   Then I should see ""123abc""
   Then I should see ""123abcd""
   Then I should see ""p1.com""
   Then I should see ""p1.com""
   Then I should see ""repo-url1.com""
   Then I should see ""deploy-url1.com""
   Then I should see ""deploy-url1.com""
```

**Notes**
",https://www.pivotaltracker.com/story/show/169662088,pgenerao,Sabrina Suhair,,,,,,,,,,,,,,,,,
169803693,Add Test for Pagination on My Projects Page,"",55,"Nov 18, 2019","Dec 1, 2019",chore,,p3 - Low,accepted,"Nov 18, 2019","Nov 23, 2019",,mutex,"As a client or coach on Esaas I would like to have pagination for My Projects Index Page
So that I can view list of my projects piecemeal-wise",https://www.pivotaltracker.com/story/show/169803693,mutex,,,,,,,,,,,,,,,,,,
169803709,"Add Sabrina, Anthony and King on Heroku Stage as coach users","",55,"Nov 18, 2019","Dec 1, 2019",chore,,p3 - Low,accepted,"Nov 18, 2019","Nov 23, 2019",,mutex,"As a member of ESaaS developer team, 
I would like to have access to ESaaS's stage env
so that I can test the code on jaspak/master",https://www.pivotaltracker.com/story/show/169803709,mutex,,,,,,,,,,,,,,,,,,
169662160,2.16: Project Information page of projects with pending edits show both proposed edits and current information,iter2,55,"Nov 18, 2019","Dec 1, 2019",feature,4,p3 - Low,accepted,"Nov 9, 2019","Nov 23, 2019",,pgenerao,"### Why

** As a Client of Esaas Engagements **
** I want the Project Information Page for projects for which I have submitted a Change Request form to show the proposed edits as well as the current information**
** So that I can compare the proposed edits to the current information.**

### Acceptance Criteria
```gherkin
Scenario: A client views the Project Information Page and tries to ""
Given I am on the ""My Projects"" page
When I follow ""app1""
Then I should see ""Edit Request for app1""
```

**Notes**
Project information page corresponds to 'apps/:app_id'",https://www.pivotaltracker.com/story/show/169662160,mutex,,,,,,,,,,,,,,,,,,
169662132,2.20 Add Delete Change Request Functionality,iter2,55,"Nov 18, 2019","Dec 1, 2019",feature,4,p3 - Low,accepted,"Nov 9, 2019","Nov 23, 2019",,Sabrina Suhair,"### Why

** As a client of Esaas Engagements 
 I want there to be a ""Delete Request"" button  on the Change Request form of a project with an existing submitted Change Request form
So that I can delete the existing Change Request if I no longer want it**

### Acceptance Criteria
```gherkin
Scenario: A logged-in client can delete a Change Request on the Update/Edit Request Page
   Given I am logged in
   When I follow ""My Projects""
   And I follow ""app1""
   And I follow ""Request Change""
   And I fill in ""description"" with ""123abc""
   And I fill in ""features"" with ""123abc""
   And I press ""Send Request""
   Then I should see ""Update Request""
   When I follow ""Update Request""
   And I press ""Delete Request""
   Then I should see ""Successfully deleted edit request for: app1""
```
",https://www.pivotaltracker.com/story/show/169662132,mutex,,,,,,,,,,,,,,,,,,
169662170,2.23 Add Alert icons in My Projects page for Reviewed App Edit Requests Notifications and for Customer Iteration Feedback Requests,"",55,"Nov 18, 2019","Dec 1, 2019",feature,2,p3 - Low,accepted,"Nov 9, 2019","Nov 23, 2019",,Sabrina Suhair,"
### Why
**As a client**
** I want the My Projects page to notify me when a change request which I submitted for my project has been reviewed by staff (a Coach user) **
**So that I will know about the status of my project requests **

### Acceptance Criteria
```gherkin
Scenario: Client can view and link to requested Itearation Form through dropdown menu
  When I follow ""My Projects""
  Then I should see ""We want your feedback!""
  When I click on the ""feedbacks"" icon
  Then I should see ""app1: Iteration 1 Feedback Form""
  Then I should see ""ap6: Iteration 2 Feedback Form""
  When I follow ""app1: Iteration 1 Feedback Form""
  Then I should see ""Edit Customer Feedback""

Scenario: Client can view and link to reviewed requests through icon dropdown menu
  Given I am logged in
  When I follow ""My Projects""
  Then I should see ""Your request has been reviewed!""
  When I click on the ""requests"" icon
  Then I should see ""View Feedback for app6""
  And I should not see ""View Feedback for app1""
  When I follow ""View Feedback for app6""
  Then I should see ""Edit Request for app6""
  Then I should see ""test6""
  Then I should see ""f6""

**Notes**


Link for the Edit Customer Feedback form here: 
http://localhost:3000/engagements/2/iterations/2/edit
Note: An alert will appear for iteration feedback forms only if they have been requested by staff

Link for the App Information page here:
http://localhost:3000/apps/2
Note: An alert will appear for requests only if they have been reviewed by staff


Steps to find the form:
1. Navigate to My Projects index page,  and you should be able to see the icons.
2. If there are reviewed requests and pending iteration feedback forms, then you will see ""A staff has reviewed your request!"" and ""We want your feedback!"" as notifications on each icon. 
3. Click or hover your cursor on either icon, you will see a drop-down list of reviewed requests or pending iteration feedback forms.
4. Click on any items in the drop-down list, then you will be redirected to the required page.

Only the customer and coaches should be able to view the icons. Not students.

```






",https://www.pivotaltracker.com/story/show/169662170,Xiang Shao,,,,,,,,,,,,,,,,,,
169662153,"Add  ""Send Request"" Button to the Change-Request Form",iter2,55,"Nov 18, 2019","Dec 1, 2019",feature,2,p3 - Low,accepted,"Nov 9, 2019","Nov 23, 2019",,Sabrina Suhair,"

### Why

** As a Client **
**I want to see a button that says ""Send Request"" in Change-Request From.**
**When I fill out the new description and features.**
**I want to click the ""Sent Request"" Button**
**So that I can submit my Change Request for Staff to review.**

### Acceptance Criteria
```gherkin
Scenario: As a logged in Client 
Given I am on Change Request Page
Then I should see ""Send Request"" button
When I fill in  Description with ""new description""
And I fill in App Features with ""new features""
And  I press ""Send Request""
Then I should see an alert that says ""Your app edit request has been submitted to staff for review and approval. Staff has not yet reviewed/approved this request.""
```
**Notes**
Link for the Change Request  form here: 
http://localhost:3000/my_project_edit/97/new
Steps to find the form:
1. Navigate to this page by clicking My Projects tab
2. Follow an app, and click on ""Request Change"" button
3. Description and App Features fields should be pre-filled with existing ones.



Only the customer and coaches should be able to view the Send Request button. Not Student.",https://www.pivotaltracker.com/story/show/169662153,Xiang Shao,King Arthur Alagao,,,,,,,,,,,,,,,,,
169662145,2.13: Banner on the Project Information Page showing Change-Request status,iter2,55,"Nov 18, 2019","Dec 1, 2019",feature,4,p3 - Low,accepted,"Nov 9, 2019","Nov 23, 2019",,pgenerao,"### Why

** As a logged-in Client of Esaas Engagements **
**I want to be able to see the status of my submitted change request form on the respective Project Information Page as a banner alert.**
** So that I can quickly find out the status of my Change Request. **
        
### Acceptance Criteria
```gherkin
Scenario: A logged-in client clicks on the Project information page of a project for which a change request form has been submitted but not reviewed by Staff
Given I am logged in
When I follow ""My Projects""
And I follow ""app1""
Then I should see ""Staff has not yet reviewed/approved this request.""

Scenario: A logged-in client clicks on the Project information page of a project for which a change request form has been submitted and reviewed by Staff with feedback
Given I am logged in
When I follow ""My Projects""
And I follow ""app5""
Then I should see ""Staff has reviewed and left feedback on your edit request. Kindly review staff feedback and update the request.""
```",https://www.pivotaltracker.com/story/show/169662145,Xiang Shao,King Arthur Alagao,,,,,,,,,,,,,,,,,
169662134,2.11: Submitting a Change-Request Form Redirects User to the Respective Project Information Page,iter2,55,"Nov 18, 2019","Dec 1, 2019",feature,2,p3 - Low,accepted,"Nov 9, 2019","Nov 23, 2019",,pgenerao,"### Why

** As a logged-in Client of Esaas Engagements **
**I want to be redirected to the Project Information page (apps/:app_id) of the corresponding project when I submit a change request form for that project**
** So that I can more easily confirm that my submission was successful and can see the latest change request and its status reflected in the project information page. **
        
### Acceptance Criteria
```gherkin
Scenario: A logged-in client submits a Request Change form
Given I am on the  Change Request Page for ""app1""
When I fill in  Description with ""new description""
And I fill in App Features with ""new features""
And  I press ""Send Request""
Then I should see  ""Your app edit request has been submitted to staff for review and approval.""
And I should see ""Edit Request for app1""
And I should see ""Request Status: submitted""
```",https://www.pivotaltracker.com/story/show/169662134,mutex,pgenerao,,,,,,,,,,,,,,,,,
169662166,"2.22: Buttons that say ""Request Change"" => ""Update Request"" when a Change-Request has been made for that project",iter2,55,"Nov 18, 2019","Dec 1, 2019",feature,4,p3 - Low,accepted,"Nov 9, 2019","Nov 23, 2019",,pgenerao,"### Why

** As a Client of Esaas Engagements **
**I want the 'Request Change' button for any project which I have submitted an Edit Request for that has not yet been fully resolved by a Coach to change to  'Update Request'**
** So that I can easily identify my projects for which I have already submitted an edit request. **

### Acceptance Criteria
```gherkin
Scenario: A logged in user will see the ""Request Change"" button change to ""Update Request"" when a Change Request is submitted
   Given I am logged in
   When I follow ""My Projects""
   Then I should not see ""Update Request""
   And I follow ""app1""
   And I follow ""Request Change""
   And I fill in ""description"" with ""123abc""
   And I fill in ""features"" with ""123abc""
   And I press ""Send Request""
   Then I should see ""Update Request""
   When I follow ""My Projects""
   Then I should see ""Update Request"" for ""app1""
```",https://www.pivotaltracker.com/story/show/169662166,pgenerao,Sabrina Suhair,,,,,,,,,,,,,,,,,
169860600,2.27: Staff App Edit Requests Review Portal,iter2,55,"Nov 18, 2019","Dec 1, 2019",feature,2,p3 - Low,accepted,"Nov 20, 2019","Nov 23, 2019",,Sabrina Suhair,"### Why

** As a Coach **
**I want to be able to view an App Edit (Feature Change) Request **
** So that I can approve the Edit Request or give feedback to the client to revise the Edit Request**

### Acceptance Criteria
```gherkin
Scenario: A logged-in coach user can view an App Edit (Feature Change) Request through the 'App Edit Requests' index
  Given I am logged in
  When I follow ""App Edit Requests""
  When I follow the App Edit Request with id 102
  Then I should see /Edit request for ""app2""/
```

**Notes**
App Edit Requests controller is named MyApprovalRequestsController",https://www.pivotaltracker.com/story/show/169860600,pgenerao,Sabrina Suhair,,,,,,,,,,,,,,,,,
169662130,2.1: Updated Lofi-Mockup w/ Srujay,iter2,55,"Nov 18, 2019","Dec 1, 2019",chore,,p3 - Low,accepted,"Nov 9, 2019","Nov 23, 2019",,pgenerao,Need to send client updated lofi-mockups which correspond to our current understanding of how things will be implemented.,https://www.pivotaltracker.com/story/show/169662130,pgenerao,,,,,,,,,,,,,,,,,,
169930888,3.0 Add Login option in Menubar,iter3,56,"Dec 2, 2019","Dec 15, 2019",feature,2,p3 - Low,accepted,"Nov 23, 2019","Dec 6, 2019",,Sabrina Suhair,"### Why

** As a User of Esaas Engagements **
**I want the Log In button to be on the Menu bar **
** So that I and other new users on the platform can easily find out how to log in without having to look through the different pages on the site . **

### Acceptance Criteria
```gherkin
Scenario: A user that is not logged in can see Log In in the menu bar
 Given I am not logged in
Then I should see ""Log In""

Given I am not logged in
When I follow ""Log In""
Then I should see ""Login to ESaaS Engagements""
```



**Notes**",https://www.pivotaltracker.com/story/show/169930888,jwp,,,,,,,,,,,,,,,,https://github.com/jaspak/esaas-engagements/pull/25,,
169931133,3.3 Make the Iteration field in Add New Iteration form a dropdown,iter3,56,"Dec 2, 2019","Dec 15, 2019",feature,2,p3 - Low,accepted,"Nov 23, 2019","Dec 6, 2019",,Sabrina Suhair,"### Why

** As a Coach user on the New Iteration form  **
** I want the Iteration field to be a dropdown with options 1-4**
** So that the iteration options are fixed and consistent for all projects **

### Acceptance Criteria
```gherkin
Scenario: As a logged in Coach user 
Given I am on the ""New Iteration for <Project Name>"" Page
...
```



**Notes**",https://www.pivotaltracker.com/story/show/169931133,jwp,,,,,,,,,,,,,,,,https://github.com/jaspak/esaas-engagements/pull/25,,
169930914,3.1 Request feedback from customer,iter3,56,"Dec 2, 2019","Dec 15, 2019",feature,2,p3 - Low,accepted,"Nov 23, 2019","Dec 6, 2019",,Sabrina Suhair,"### Why

** As a Coach user **
**I want to be able to request iteration feedback on a project from the client **
** So that I can determine if the client is satisfied with the deliverable and has any feedback on the delivered features. **

### Acceptance Criteria
```gherkin
Scenario: As a logged in Coach user 
Given I am on the ""Project Information Page""
Then I should see a ""Request Feedback"" button

Given I am on the ""Project Information Page"" for <Project Name>
When I follow ""Request Feedback"" 
Then I should see ""New Iteration for <Project Name>""
```



**Notes**
Link for the Add Iteration form here: 
http://localhost:3000/engagements/2/iterations/new
Navigate to this page by clicking on an app from Apps.
Scroll down to the Engagements section of the application/project information page where you will find a table.
Then click on the date in the ""Started"" column of the table. You will now be redirected to the new iteration form page.",https://www.pivotaltracker.com/story/show/169930914,jwp,,,,,,,,,,,,,,,,https://github.com/jaspak/esaas-engagements/pull/25,,
169930961,3.2 Client View of Feedback Request Form,iter3,56,"Dec 2, 2019","Dec 15, 2019",feature,2,p3 - Low,accepted,"Nov 23, 2019","Dec 13, 2019",,Sabrina Suhair,"### Why

** As a Client **
**I want to see a banner alert on the My Projects page  and the Project Information page that says ""Staff has requested feedback from you. Fill it out (hyperlink to form).”**
** So that I know when feedback for my project deliverable is requested by Staff  **

### Acceptance Criteria
```gherkin
Scenario: As a logged in Client 
Given I am on the ""Project Information Page""
Then I should see ""Staff has requested feedback from you. Fill it out. ""

Given I am on the ""Project Information Page"" for <Project Name>
When I follow ""Staff has requested feedback from you. Fill it out. ""
Then I should see ""Iteration Feedback for <Project Name>""
```
**Notes**
Link for the Edit Customer Feedback form here: 
http://localhost:3000/engagements/2/iterations/2/edit
Steps to find the form:
1. Navigate to this page by clicking on an app from Apps.
2. Scroll down to the Engagements section of the application/project information page where you will find a table.
3. Then click on the date in the ""Started"" column of the table. You will now be redirected to the new iteration form page.
4. Then Click the Add Iteration button and Add iteration
5. Click on the edit button beside the Iteration in the table
You will be redirected to the  Edit Customer Feedback form.
Iteration number and end date should be locked for clients. 

Feedback Form Fields:
How well are you able to engage with student score 1-5
Pre-filled questions : json results of the form stored in one single column in json form

Only the customer and coaches should be able to view the feedback information. Not students.",https://www.pivotaltracker.com/story/show/169930961,King Arthur Alagao,Xiang Shao,,"Implemented to limit access on number and end date only to coach (jwp - Nov 27, 2019)",,,,,,,,,,,,,,,
170145947,3.5 Restrict Engagements to Coaches and Project Owners Only,iter3,56,"Dec 2, 2019","Dec 15, 2019",feature,2,p3 - Low,accepted,"Dec 6, 2019","Dec 14, 2019",,Sabrina Suhair,"### Why

** As a Client **
**I want only Coaches and me (and others who also own the same projects as me ) to see Engagements for a project that I own**
** So that sensitive information can not be accessed from unauthorized entities. **

### Acceptance Criteria
```gherkin
Scenario: As a logged in Client who owns the app
    Given I am on the ""Project Information Page""
    Then I should see ""Engagements""
```
**Notes**
",https://www.pivotaltracker.com/story/show/170145947,jwp,,,,,,,,,,,,,,,,https://github.com/jaspak/esaas-engagements/pull/39,,
170295319,"2.29: Allow coaches to review, leave feedback, and/or approve edit requests.",iter2,56,"Dec 2, 2019","Dec 15, 2019",feature,4,p3 - Low,accepted,"Dec 13, 2019","Dec 14, 2019",,King Arthur Alagao,"### Why
(Completed as a side effect of one of the previous stories; including here for documentation)

As a Coach on ESaaS Engagements
I would like to be able to review a customer's edit requests for an application, give a feedback, and/or approve their requests, so that I can inform the client about the acceptability of their requests
### Acceptance Criteria
```gherkin
Scenario: A coach should be able to see ""App Edit Requests"" tab
    Given I am logged in
    Then I should see ""App Edit Requests""
Scenario: A logged in coach user can see list of App Edit Requests in 'App Edit Requests' tab
    Given I am logged in
    When I follow ""App Edit Requests 2""
    Then I should see ""app1"" before ""app2""
    And I should not see ""app4""
    And I should not see ""app3""
Scenario: A logged in coach user can view an App Edit (Feature Change) Request through the 'App Edit Requests' index
    Given I am logged in
    When I follow ""App Edit Requests""
    When I follow the App Edit Request with id 102
    Then I should see /Edit request for ""app2""/
...
```
",https://www.pivotaltracker.com/story/show/170295319,mutex,,,,,,,,,,,,,,,,,,
170146075,4.1 Student Associations w/ Engagement,iter4,56,"Dec 2, 2019","Dec 15, 2019",feature,4,p3 - Low,accepted,"Dec 6, 2019","Dec 14, 2019",,pgenerao,"As a coach,
So that I can associate the relevant students to a given project for the customer
I would like to have a field in the form where I can assign student names
And when I add students to the form, they will be associated with the given engagement in database.

As a coach, or as a owning client,
So that I can easily contact the corresponding user via email
I would like a link from the information page that includes email address

### Acceptance Criteria
```gherkin
Scenario: As a logged in Coach
    Given I follow ""<Project Name>""
    And I create a new engagement for ""<Project Name>""
    Then I should see ""Student Names""
    When I fill in the engagement fields as follows:
        | field | value |
        | Team Number | <Team Number> |
    And I select ""<Student Names>"" as Team members
    And I press ""Create Engagement""
    Then I should see ""Engagement was successfully created.""

Scenario: As a logged in Coach
    Given I follow ""<Project Name>""
    Then I should see links to the contact email information
...
```
",https://www.pivotaltracker.com/story/show/170146075,mutex,,,,,,,,,,,,,,,,,,
170295552,"2.30 Provide a filter option on AppEditRequest page that uses three different request statuses: submitted, reviewed, and resubmitted ",iter2,56,"Dec 2, 2019","Dec 15, 2019",feature,2,p3 - Low,accepted,"Dec 14, 2019","Dec 14, 2019",,King Arthur Alagao,"### Why 
(Completed as a side effect of one of the previous stories; including here for documentation)

As a coach on ESaaS Engagements
I would like to have a filter option on my AppEditRequests page that would enable me to filter requests based on their statuses (submitted, reviewed, resubmitted) so that I can easily see which customer requests still need my feedback.

### Acceptance Criteria
```gherkin
Given I am logged in
  Then I should see ""App Edit Requests 2""
  When I follow ""My Projects""
  Then I should be on the my projects page
  When I follow ""app5""
  Then I should not see ""Your app edit request has been submitted to staff for review and approval. Staff has not yet reviewed/approved this request.""
  When I follow ""Back""
  And I follow Request Change with id 105
  Then I should see ""There are currently no edit requests for your app. You can request new edits for you app here.""
  When I fill in ""description"" with ""This is app5""
  And I fill in ""features"" with ""login, logout""
  Then I press ""Send Request""
  Then I should see ""Your app edit request has been submitted to staff for review and approval. Staff has not yet reviewed/approved this request.""

  Then I should see ""App Edit Requests 3""
  When I follow ""App Edit Requests""
  Then I should see ""app1""
  Then I should see ""app2""
  Then I should see ""app5""

  And I follow the App Edit Request with id 105
  Then I should see ""This is app5""
  And I should see ""login, logout""
  When I fill in ""feedback"" with ""I can only do login""
  And I press ""Post Feedback""
  Then I should see ""App Edit Requests 2""
  And I follow the App Edit Request with id 105
  Then I should see ""reviewed""

  When I follow ""My Projects""
  Then I should be on the my projects page
  When I follow ""app5""
  Then I should see ""Staff has reviewed and left feedback on your edit request. Kindly review staff feedback and update the request.""
  And I should see ""I can only do login""

  Given I follow ""Update Edits""
  When I press ""Update Request""
  Then I should see ""There were no updates to edits made.""

  Given I fill in ""features"" with ""login""
  And I press ""Update Request""
  Then I should see ""Successfully updated edit request.""
  And I should see ""You resubmitted an edit request after staff left feedback but staff has not yet reviewed your updates.""
  Then I should see ""App Edit Requests 3""

  When I follow ""App Edit Requests""
  Then I should see ""app1""
  Then I should see ""app5""
  And I uncheck ""resubmitted""
  And I press ""Filter Requests""
  Then I should not see ""app5""
  And I check ""resubmitted""

  And I uncheck ""submitted""
  Then I press ""Filter Requests""
  Then I should not see ""app1""
  
  And I follow the App Edit Request with id 105
  And I press ""Post Feedback and Approve""
  Then I should see /You have successfully approved edits for ""app5""./
  Then I should see ""App Edit Requests 2""
  And I press ""Filter Requests""
  Then I should not see ""app5""
```

Notes
Link for the App Edit Requests index page:
https://esaas-demo.herokuapp.com/my_approval_requests?status%5Bresubmitted_status%5D=1&status%5Breviewed_status%5D=1&status%5Bsubmitted_status%5D=1
Steps to filter:
Navigate to this page by clicking on App Edit Requests  tab:
Check/uncheck request status check box.
",https://www.pivotaltracker.com/story/show/170295552,mutex,Xiang Shao,,,,,,,,,,,,,,,,,
170041333,Add features to README.md,"",56,"Dec 2, 2019","Dec 15, 2019",chore,,p3 - Low,accepted,"Dec 2, 2019","Dec 14, 2019",,mutex,"Add features that were added this semester to the README.md file. 
",https://www.pivotaltracker.com/story/show/170041333,mutex,,,,,,,,,,,,,,,,,,
170041361,Add INSTALL.md file with directions on how to setup the app locally.,"",56,"Dec 2, 2019","Dec 15, 2019",chore,,p3 - Low,accepted,"Dec 2, 2019","Dec 14, 2019",,mutex,Add INSTALL.md file that has directions on how to setup the app locally based on the new config generator,https://www.pivotaltracker.com/story/show/170041361,mutex,,,,,,,,,,,,,,,,,,
176932016,App should save the filter selection when user go to next/previous page,"",88,"Feb 22, 2021","Mar 7, 2021",feature,1,p3 - Low,accepted,"Feb 13, 2021","Feb 25, 2021",,Fred Zhang,"As an authorized user
So that I can filter the project list 
I want to keep current filtering choices after switching page",https://www.pivotaltracker.com/story/show/176932016,klo824,,,,,,,,,,,,,,,,,176932016-session-save-filters,pr/iter1/176932016-save-filters
176932021,"Project should use ""semester"" for start date record ","",88,"Feb 22, 2021","Mar 7, 2021",feature,1,p3 - Low,accepted,"Feb 13, 2021","Feb 25, 2021",,Fred Zhang,"As an authorized user
So that I can check the project details
I want to see the start semester of some projects",https://www.pivotaltracker.com/story/show/176932021,Wesley Wang,,,,,,,,,,,,,,,,,176932021-add-semester,pr/iter1/176932021-add-semester
